unid,survey_date_month,survey_num,gender,working,cft_score,num_score,com_score,grit_score,opt_score
7219,2018-10-01,1,Male,True,6.0,,,5,
84209,2016-05-01,1,Female,False,3.0,,5.0,2,
80460,2018-05-01,1,Female,False,,,,2,
87644,2018-08-01,1,,False,,,,3,
70906,2016-06-01,1,Male,False,5.0,2.0,6.0,6,
70906,2017-02-01,2,Male,False,5.0,2.0,6.0,6,
31265,2017-10-01,1,Male,True,7.0,,,8,
50334,2016-04-01,1,Male,False,3.0,,5.0,1,10.0
37914,2017-05-01,1,Female,True,5.0,,,7,
37914,2018-01-01,2,Female,True,5.0,,,7,
25355,2016-05-01,1,Male,False,6.0,3.0,8.0,9,4.0
25355,2017-04-01,2,Male,False,6.0,3.0,8.0,9,4.0
69073,2018-05-01,1,Male,False,,,,4,
100683,2018-07-01,1,Female,False,,,,5,
5412,2018-09-01,1,Male,False,9.0,,9.0,0,
20146,2018-01-01,1,Female,False,,,,3,6.0
55708,2017-01-01,1,Female,False,4.0,2.0,5.0,3,
15191,2018-06-01,1,Female,False,,,,3,
7423,2016-02-01,1,Female,False,7.0,4.0,9.0,9,4.0
7423,2017-02-01,2,Female,False,7.0,4.0,9.0,9,4.0
7423,2017-06-01,3,Female,False,7.0,4.0,9.0,9,4.0
95499,2018-06-01,1,Male,False,,,,0,
86262,2016-09-01,1,Female,False,2.0,,,8,10.0
86262,2017-02-01,2,Female,False,2.0,,,8,10.0
86262,2017-05-01,3,Female,False,2.0,,,8,10.0
86262,2017-09-01,4,Female,False,2.0,,,8,10.0
86262,2018-01-01,5,Female,False,2.0,,,8,10.0
6861,2017-10-01,1,Female,False,,,,6,
6861,2018-06-01,2,Female,False,,,,6,
75263,2017-11-01,1,Female,False,,,,9,
75263,2018-03-01,2,Female,True,,,,9,
75263,2018-07-01,3,Female,False,,,,9,
73580,2017-09-01,1,Female,False,,,,6,7.0
80000,2017-11-01,1,Female,False,,,,5,
80000,2018-03-01,2,Female,False,,,,5,
2991,2017-01-01,1,Female,False,7.0,2.0,3.0,8,8.0
2991,2017-06-01,2,Female,False,7.0,2.0,3.0,8,8.0
41731,2017-08-01,1,Male,True,,,,2,7.0
41731,2018-07-01,2,Male,True,,,,2,7.0
17177,2017-05-01,1,Female,False,4.0,,5.0,4,9.0
22436,2016-02-01,1,Female,False,6.0,,,9,
11442,2017-06-01,1,Female,False,3.0,2.0,6.0,4,7.0
11442,2017-10-01,2,Female,False,3.0,2.0,6.0,4,7.0
81322,2016-10-01,1,Male,False,9.0,6.0,5.0,1,8.0
12052,2018-05-01,1,Female,False,,,,9,
53062,2017-08-01,1,Male,False,,,,7,8.0
53062,2018-04-01,2,Male,True,,,,7,8.0
53062,2018-06-01,3,Male,True,,,,7,8.0
43560,2018-08-01,1,Female,False,,,,4,
9984,2016-08-01,1,Female,False,5.0,,,7,12.0
9984,2017-07-01,2,Female,False,5.0,,,7,12.0
9984,2017-12-01,3,Female,False,5.0,,,7,12.0
9984,2018-04-01,4,Female,False,5.0,,,7,12.0
54738,2017-01-01,1,Male,False,6.0,,5.0,8,
54738,2017-08-01,2,Male,False,6.0,,5.0,8,
54738,2017-12-01,3,Male,False,6.0,,5.0,8,
53399,2016-11-01,1,Female,False,6.0,,5.0,6,2.0
53399,2017-03-01,2,Female,True,6.0,,5.0,6,2.0
50393,2018-10-01,1,Female,False,,,,6,
50393,2018-11-01,2,Female,False,,,,6,
36996,2017-11-01,1,Female,True,,,,3,5.0
44347,2016-04-01,1,Female,False,4.0,,5.0,9,11.0
44347,2016-08-01,2,Female,False,4.0,,5.0,9,11.0
44347,2017-01-01,3,Female,False,4.0,,5.0,9,11.0
44347,2017-04-01,4,Female,False,4.0,,5.0,9,11.0
35409,2018-04-01,1,Female,False,,,,8,6.0
70865,2017-05-01,1,Male,False,4.0,,,3,2.0
70865,2017-09-01,2,Male,False,4.0,,,3,2.0
19046,2016-05-01,1,Male,True,8.0,6.0,9.0,8,9.0
19046,2016-08-01,2,Male,True,8.0,6.0,9.0,8,9.0
19046,2016-12-01,3,Male,True,8.0,6.0,9.0,8,9.0
19046,2017-04-01,4,Male,True,8.0,6.0,9.0,8,9.0
19046,2017-08-01,5,Male,True,8.0,6.0,9.0,8,9.0
19046,2018-07-01,6,Male,True,8.0,6.0,9.0,8,9.0
15162,2016-10-01,1,Male,False,5.0,,,6,9.0
15162,2017-09-01,2,Male,False,5.0,,,6,9.0
86274,2017-03-01,1,Female,False,4.0,,,6,6.0
86274,2017-07-01,2,Female,False,4.0,,,6,6.0
86274,2017-10-01,3,Female,False,4.0,,,6,6.0
86274,2018-03-01,4,Female,True,4.0,,,6,6.0
86274,2018-10-01,5,Female,True,4.0,,,6,6.0
69684,2017-07-01,1,Female,False,,,,8,9.0
69684,2017-11-01,2,Female,True,,,,8,9.0
102059,2017-09-01,1,Female,False,,,,9,5.0
44487,2017-12-01,1,Male,False,,,,0,7.0
44487,2018-05-01,2,Male,False,,,,0,7.0
65934,2018-01-01,1,Male,True,,,,9,5.0
14828,2016-06-01,1,Female,False,5.0,,6.0,3,3.0
74566,2018-05-01,1,Female,False,,,,6,
81782,2016-10-01,1,Female,True,7.0,3.0,8.0,9,2.0
81782,2018-07-01,2,Female,True,7.0,3.0,8.0,9,2.0
81782,2018-11-01,3,Female,True,7.0,3.0,8.0,9,2.0
47662,2016-09-01,1,Male,True,4.0,,7.0,9,11.0
47662,2017-01-01,2,Male,True,4.0,,7.0,9,11.0
83160,2018-02-01,1,Female,False,5.0,2.0,6.0,1,2.0
42646,2018-06-01,1,Female,False,,,,5,
58138,2016-02-01,1,Male,False,7.0,6.0,6.0,9,5.0
58138,2016-06-01,2,Male,False,7.0,6.0,6.0,9,5.0
58138,2016-10-01,3,Male,True,7.0,6.0,6.0,9,5.0
91571,2017-09-01,1,Female,False,8.0,5.0,6.0,9,6.0
91571,2018-01-01,2,Female,False,8.0,5.0,6.0,9,6.0
15916,2018-02-01,1,Male,False,,,,8,11.0
15916,2018-08-01,2,Male,False,,,,8,11.0
15916,2018-08-01,3,Male,False,,,,8,11.0
72939,2016-09-01,1,Female,False,3.0,,,7,7.0
61135,2016-05-01,1,Female,True,5.0,,,9,4.0
61135,2016-09-01,2,Female,False,5.0,,,9,4.0
13155,2016-02-01,1,Male,True,7.0,3.0,7.0,7,4.0
9245,2016-08-01,1,Female,False,5.0,,4.0,5,9.0
32833,2016-07-01,1,Male,True,9.0,,,7,
3066,2018-10-01,1,Female,False,,,,5,
13647,2018-05-01,1,Female,True,,,,9,
13647,2018-05-01,2,Female,False,,,,9,
13647,2018-06-01,3,Female,False,,,,9,
78044,2017-11-01,1,Female,False,,,,7,
78044,2018-02-01,2,Female,False,,,,7,
78044,2018-06-01,3,Female,False,,,,7,
78044,2018-07-01,4,Female,False,,,,7,
78044,2018-11-01,5,Female,False,,,,7,
90558,2018-07-01,1,Male,False,,,,1,
1447,2018-05-01,1,Female,False,,,,9,
1012,2016-10-01,1,Female,False,6.0,2.0,6.0,8,4.0
28863,2018-04-01,1,Male,False,6.0,,,8,6.0
28863,2018-07-01,2,Male,False,6.0,,,8,6.0
49660,2016-03-01,1,Male,False,7.0,,,4,
78183,2017-11-01,1,Male,True,,,,3,8.0
14401,2018-05-01,1,Male,True,,,,4,
37857,2016-03-01,1,Female,True,6.0,,6.0,9,6.0
37857,2016-08-01,2,Female,True,6.0,,6.0,9,6.0
37857,2016-11-01,3,Female,True,6.0,,6.0,9,6.0
37857,2017-03-01,4,Female,True,6.0,,6.0,9,6.0
90486,2017-11-01,1,Male,False,,,,4,10.0
30708,2018-08-01,1,Female,True,3.0,,5.0,6,
78939,2018-08-01,1,Male,False,,,,9,
13990,2018-05-01,1,Female,False,,,,5,
18893,2017-05-01,1,Female,False,3.0,4.0,4.0,8,8.0
18893,2018-01-01,2,Female,False,3.0,4.0,4.0,8,8.0
70371,2017-11-01,1,Female,False,4.0,,,6,4.0
7279,2016-06-01,1,Female,False,9.0,,,1,11.0
57183,2017-05-01,1,Female,False,7.0,,,5,
100783,2018-05-01,1,Female,True,,,,1,
63441,2017-05-01,1,Male,True,8.0,,,0,10.0
88803,2017-09-01,1,Female,False,,,,8,8.0
88803,2018-01-01,2,Female,False,,,,8,8.0
93629,2017-06-01,1,Female,False,10.0,,,7,7.0
93629,2018-01-01,2,Female,False,10.0,,,7,7.0
93629,2018-09-01,3,Female,False,10.0,,,7,7.0
24833,2016-02-01,1,Female,False,3.0,,5.0,7,8.0
24833,2016-06-01,2,Female,False,3.0,,5.0,7,8.0
24833,2016-10-01,3,Female,False,3.0,,5.0,7,8.0
24833,2017-02-01,4,Female,False,3.0,,5.0,7,8.0
971,2018-05-01,1,Male,False,,,,1,
34682,2016-10-01,1,Female,True,6.0,2.0,6.0,9,4.0
34682,2017-02-01,2,Female,True,6.0,2.0,6.0,9,4.0
34682,2017-05-01,3,Female,True,6.0,2.0,6.0,9,4.0
55383,2016-12-01,1,Male,False,5.0,,6.0,8,5.0
55383,2017-05-01,2,Male,True,5.0,,6.0,8,5.0
54799,2017-06-01,1,Female,False,5.0,,,0,-3.0
72201,2016-06-01,1,Female,True,6.0,4.0,5.0,5,7.0
37861,2016-09-01,1,Female,False,6.0,2.0,6.0,9,10.0
37861,2017-01-01,2,Female,False,6.0,2.0,6.0,9,10.0
37861,2017-05-01,3,Female,True,6.0,2.0,6.0,9,10.0
20896,2018-10-01,1,Male,False,,,,4,
61401,2018-08-01,1,Male,False,,,,1,
66386,2018-03-01,1,Female,False,,,,8,6.0
66386,2018-05-01,2,Female,False,,,,8,6.0
35741,2018-08-01,1,Female,False,,,,5,
51275,2018-02-01,1,Female,False,7.0,,,9,2.0
51275,2018-08-01,2,Female,False,7.0,,,9,2.0
89083,2016-03-01,1,Female,False,6.0,,6.0,9,10.0
89083,2016-07-01,2,Female,False,6.0,,6.0,9,10.0
89083,2016-11-01,3,Female,False,6.0,,6.0,9,10.0
89083,2017-03-01,4,Female,False,6.0,,6.0,9,10.0
62470,2016-04-01,1,Female,False,5.0,,,7,
92469,2018-09-01,1,Male,False,,,,1,
97478,2016-10-01,1,Male,False,6.0,,,3,5.0
98405,2017-04-01,1,Female,False,7.0,3.0,5.0,1,7.0
7783,2016-03-01,1,Female,False,6.0,,5.0,8,
7783,2016-07-01,2,Female,False,6.0,,5.0,8,
7783,2016-11-01,3,Female,False,6.0,,5.0,8,
7783,2017-03-01,4,Female,False,6.0,,5.0,8,
7783,2017-07-01,5,Female,False,6.0,,5.0,8,
47026,2018-01-01,1,Female,False,3.0,,6.0,3,7.0
5897,2016-02-01,1,Male,False,9.0,2.0,4.0,8,10.0
5897,2016-06-01,2,Male,False,9.0,2.0,4.0,8,10.0
5897,2016-10-01,3,Male,True,9.0,2.0,4.0,8,10.0
5897,2017-02-01,4,Male,True,9.0,2.0,4.0,8,10.0
5897,2018-07-01,5,Male,True,9.0,2.0,4.0,8,10.0
97526,2018-05-01,1,Female,False,,,,9,
100756,2018-02-01,1,Male,False,,,,3,2.0
68477,2017-04-01,1,Male,True,6.0,,6.0,9,10.0
68477,2018-03-01,2,Male,False,6.0,,6.0,9,10.0
23033,2016-03-01,1,Female,True,4.0,,4.0,0,5.0
56380,2016-11-01,1,Female,False,6.0,4.0,5.0,3,8.0
56380,2017-03-01,2,Female,False,6.0,4.0,5.0,3,8.0
40522,2016-06-01,1,Female,False,6.0,,6.0,0,3.0
72385,2016-12-01,1,Female,False,3.0,,5.0,4,5.0
64706,2016-10-01,1,Female,False,4.0,,6.0,9,4.0
96461,2017-05-01,1,Female,False,7.0,3.0,5.0,7,
98713,2018-06-01,1,Female,False,,,,3,
47065,2016-08-01,1,Male,False,6.0,3.0,6.0,2,7.0
47065,2017-04-01,2,Male,False,6.0,3.0,6.0,2,7.0
96536,2017-09-01,1,Male,True,,,,6,
96536,2018-01-01,2,Male,False,,,,6,
101391,2018-06-01,1,Female,True,,,,9,
86968,2016-12-01,1,Female,True,1.0,,3.0,9,9.0
86968,2017-05-01,2,Female,False,1.0,,3.0,9,9.0
14245,2016-04-01,1,Female,True,4.0,,6.0,1,3.0
38671,2017-03-01,1,Male,False,6.0,5.0,7.0,5,6.0
84702,2018-01-01,1,Female,False,,,,8,4.0
84702,2018-05-01,2,Female,False,,,,8,4.0
44401,2016-12-01,1,Female,False,7.0,4.0,5.0,6,10.0
44401,2017-04-01,2,Female,False,7.0,4.0,5.0,6,10.0
44401,2017-08-01,3,Female,False,7.0,4.0,5.0,6,10.0
44401,2017-12-01,4,Female,False,7.0,4.0,5.0,6,10.0
44401,2018-06-01,5,Female,False,7.0,4.0,5.0,6,10.0
26874,2016-05-01,1,Female,True,7.0,,,9,6.0
26874,2016-09-01,2,Female,False,7.0,,,9,6.0
26874,2017-01-01,3,Female,False,7.0,,,9,6.0
26874,2017-02-01,4,Female,False,7.0,,,9,6.0
26874,2017-06-01,5,Female,False,7.0,,,9,6.0
4948,2016-11-01,1,Female,False,6.0,4.0,7.0,7,10.0
4948,2017-11-01,2,Female,True,6.0,4.0,7.0,7,10.0
4948,2018-03-01,3,Female,False,6.0,4.0,7.0,7,10.0
74046,2016-05-01,1,Male,False,3.0,,5.0,1,3.0
75296,2018-08-01,1,Male,False,,,,2,
18778,2016-05-01,1,Female,False,4.0,3.0,4.0,8,
4609,2017-09-01,1,Male,False,6.0,6.0,3.0,9,3.0
12504,2016-06-01,1,Male,False,5.0,,,7,
12504,2017-05-01,2,Male,False,5.0,,,7,
81920,2018-01-01,1,Female,False,,,,1,6.0
25891,2016-07-01,1,Female,False,7.0,3.0,4.0,9,-6.0
25891,2017-03-01,2,Female,False,7.0,3.0,4.0,9,-6.0
25891,2017-11-01,3,Female,False,7.0,3.0,4.0,9,-6.0
52280,2017-06-01,1,Female,True,5.0,,5.0,5,
52280,2017-10-01,2,Female,True,5.0,,5.0,5,
99950,2017-12-01,1,Male,True,,,,3,5.0
23604,2016-03-01,1,Female,True,5.0,4.0,5.0,5,3.0
41140,2018-05-01,1,Female,False,,,,3,
50116,2018-05-01,1,Female,False,2.0,,1.0,2,
56922,2016-02-01,1,Female,False,7.0,3.0,5.0,3,6.0
56922,2016-10-01,2,Female,False,7.0,3.0,5.0,3,6.0
56922,2017-02-01,3,Female,False,7.0,3.0,5.0,3,6.0
56922,2017-06-01,4,Female,False,7.0,3.0,5.0,3,6.0
44130,2017-01-01,1,Female,True,8.0,,,8,3.0
51322,2016-10-01,1,Male,False,6.0,,,5,11.0
51322,2017-02-01,2,Male,False,6.0,,,5,11.0
51322,2017-09-01,3,Male,False,6.0,,,5,11.0
39431,2017-03-01,1,Female,False,3.0,,,7,10.0
39431,2017-08-01,2,Female,True,3.0,,,7,10.0
39431,2018-05-01,3,Female,False,3.0,,,7,10.0
54539,2017-11-01,1,Female,False,,,,7,4.0
7320,2017-07-01,1,Male,True,4.0,,4.0,3,
7320,2018-03-01,2,Male,True,4.0,,4.0,3,
92559,2017-09-01,1,Female,True,4.0,,5.0,9,8.0
97413,2017-01-01,1,Female,False,4.0,,,9,
97413,2018-01-01,2,Female,True,4.0,,,9,
72749,2016-03-01,1,Female,False,5.0,2.0,5.0,7,10.0
72749,2016-11-01,2,Female,False,5.0,2.0,5.0,7,10.0
57944,2017-01-01,1,Female,True,8.0,,,8,7.0
57944,2017-09-01,2,Female,True,8.0,,,8,7.0
99202,2017-06-01,1,Female,False,7.0,,,8,8.0
99202,2017-10-01,2,Female,True,7.0,,,8,8.0
99202,2018-07-01,3,Female,True,7.0,,,8,8.0
90847,2017-07-01,1,Female,False,,,,7,6.0
90847,2017-10-01,2,Female,False,,,,7,6.0
90847,2018-03-01,3,Female,False,,,,7,6.0
43428,2016-03-01,1,Female,False,3.0,,4.0,9,
43428,2016-07-01,2,Female,False,3.0,,4.0,9,
43428,2016-10-01,3,Female,False,3.0,,4.0,9,
141,2018-05-01,1,Male,False,,,,3,
9051,2016-12-01,1,Female,False,3.0,,,9,7.0
9051,2017-04-01,2,Female,False,3.0,,,9,7.0
9051,2017-08-01,3,Female,False,3.0,,,9,7.0
15028,2018-06-01,1,Female,True,,,,3,
67475,2017-11-01,1,Female,False,5.0,,,9,6.0
67475,2018-03-01,2,Female,False,5.0,,,9,6.0
2496,2018-05-01,1,Female,False,,,,2,
4693,2017-12-01,1,Female,False,,,,8,0.0
4693,2018-08-01,2,Female,False,,,,8,0.0
60424,2017-01-01,1,Female,False,5.0,,,7,8.0
60424,2017-12-01,2,Female,True,5.0,,,7,8.0
27240,2016-11-01,1,Female,False,7.0,,6.0,4,10.0
27240,2017-11-01,2,Female,False,7.0,,6.0,4,10.0
91680,2016-09-01,1,Female,False,6.0,4.0,7.0,1,4.0
86566,2018-02-01,1,Female,True,,,,8,0.0
91606,2016-04-01,1,Female,False,6.0,2.0,8.0,9,5.0
91606,2016-08-01,2,Female,False,6.0,2.0,8.0,9,5.0
3510,2017-07-01,1,Male,False,3.0,,,9,7.0
3510,2018-03-01,2,Male,False,3.0,,,9,7.0
55550,2017-01-01,1,Male,False,6.0,,,8,
81828,2016-08-01,1,Male,False,4.0,,,7,9.0
81828,2017-07-01,2,Male,False,4.0,,,7,9.0
61897,2017-01-01,1,Male,False,4.0,3.0,6.0,8,6.0
156,2016-11-01,1,Female,True,3.0,,,4,
20420,2016-02-01,1,Female,False,6.0,2.0,3.0,9,10.0
20420,2017-06-01,2,Female,True,6.0,2.0,3.0,9,10.0
75583,2016-12-01,1,Male,False,7.0,,,6,6.0
31374,2016-12-01,1,Male,False,7.0,3.0,6.0,4,6.0
31374,2017-04-01,2,Male,True,7.0,3.0,6.0,4,6.0
31374,2018-04-01,3,Male,True,7.0,3.0,6.0,4,6.0
11113,2017-11-01,1,Male,False,,,,0,
94083,2017-01-01,1,Male,False,3.0,,,6,
94083,2017-05-01,2,Male,False,3.0,,,6,
94083,2017-09-01,3,Male,False,3.0,,,6,
94083,2018-01-01,4,Male,True,3.0,,,6,
94083,2018-05-01,5,Male,False,3.0,,,6,
86884,2017-02-01,1,Female,False,2.0,,,6,
25579,2018-07-01,1,Male,False,5.0,,5.0,6,
89207,2017-10-01,1,Female,False,6.0,3.0,6.0,5,10.0
89207,2018-09-01,2,Female,False,6.0,3.0,6.0,5,10.0
65072,2016-03-01,1,Male,False,7.0,,,8,3.0
65072,2016-07-01,2,Male,False,7.0,,,8,3.0
65072,2016-11-01,3,Male,False,7.0,,,8,3.0
65072,2017-11-01,4,Male,False,7.0,,,8,3.0
7840,2016-09-01,1,Male,True,6.0,,7.0,1,8.0
54452,2016-06-01,1,Female,False,6.0,1.0,5.0,7,7.0
48215,2017-01-01,1,Male,False,3.0,2.0,3.0,5,4.0
23690,2017-10-01,1,Female,False,,,,9,
20876,2016-08-01,1,Female,False,5.0,,,7,5.0
11380,2017-09-01,1,Female,True,7.0,,,8,8.0
78722,2017-11-01,1,Female,False,,,,7,3.0
78722,2018-08-01,2,Female,False,,,,7,3.0
18655,2016-02-01,1,Male,False,6.0,5.0,7.0,2,9.0
78583,2017-10-01,1,Female,True,,,,8,8.0
54132,2016-02-01,1,Female,False,6.0,4.0,6.0,8,6.0
54132,2017-01-01,2,Female,False,6.0,4.0,6.0,8,6.0
48463,2017-01-01,1,Female,False,6.0,3.0,5.0,9,6.0
48463,2018-10-01,2,Female,False,6.0,3.0,5.0,9,6.0
32649,2017-07-01,1,Female,False,4.0,,,9,4.0
32649,2018-04-01,2,Female,False,4.0,,,9,4.0
82124,2016-11-01,1,Female,False,5.0,,5.0,9,6.0
82124,2017-03-01,2,Female,False,5.0,,5.0,9,6.0
26349,2017-03-01,1,Male,False,6.0,4.0,6.0,3,
57376,2016-09-01,1,Female,False,7.0,4.0,5.0,9,9.0
57376,2017-01-01,2,Female,False,7.0,4.0,5.0,9,9.0
57376,2017-05-01,3,Female,False,7.0,4.0,5.0,9,9.0
57376,2017-09-01,4,Female,False,7.0,4.0,5.0,9,9.0
37879,2018-05-01,1,Female,False,,,,0,
33887,2016-04-01,1,Male,True,4.0,,7.0,4,5.0
33887,2016-08-01,2,Male,True,4.0,,7.0,4,5.0
72081,2017-11-01,1,Female,True,,,,1,5.0
18125,2016-12-01,1,Female,False,6.0,,,9,7.0
30943,2016-10-01,1,Male,False,9.0,,6.0,9,7.0
30943,2017-03-01,2,Male,False,9.0,,6.0,9,7.0
30943,2017-07-01,3,Male,False,9.0,,6.0,9,7.0
30943,2018-02-01,4,Male,False,9.0,,6.0,9,7.0
81500,2016-11-01,1,Male,False,4.0,,,9,5.0
81500,2017-03-01,2,Male,False,4.0,,,9,5.0
82953,2018-02-01,1,Male,False,7.0,,,8,5.0
82953,2018-08-01,2,Male,False,7.0,,,8,5.0
58794,2017-03-01,1,Female,False,5.0,,,0,5.0
60795,2017-03-01,1,Female,True,8.0,,,9,7.0
60795,2017-11-01,2,Female,True,8.0,,,9,7.0
18182,2017-11-01,1,Female,True,,,,9,4.0
29323,2017-03-01,1,Female,False,5.0,,,3,7.0
35544,2018-02-01,1,Male,True,,,,3,4.0
65976,2016-09-01,1,Female,False,7.0,4.0,4.0,9,12.0
63689,2018-02-01,1,Male,False,4.0,3.0,8.0,3,2.0
102131,2017-11-01,1,Male,False,,,,6,4.0
49961,2016-05-01,1,Female,False,5.0,3.0,5.0,7,10.0
49961,2016-09-01,2,Female,False,5.0,3.0,5.0,7,10.0
87661,2016-05-01,1,Male,False,5.0,3.0,5.0,6,
37489,2017-12-01,1,Female,False,,,,3,
88409,2017-07-01,1,Female,False,,,,1,4.0
8305,2017-03-01,1,Female,False,6.0,,,9,4.0
8305,2017-04-01,2,Female,False,6.0,,,9,4.0
100871,2017-12-01,1,Male,False,,,,9,8.0
31478,2017-04-01,1,Female,False,6.0,4.0,7.0,6,9.0
15280,2016-07-01,1,Female,False,3.0,,,8,9.0
15280,2018-10-01,2,Female,False,3.0,,,8,9.0
43128,2016-03-01,1,Female,False,5.0,,5.0,8,5.0
43128,2017-03-01,2,Female,False,5.0,,5.0,8,5.0
43128,2017-07-01,3,Female,False,5.0,,5.0,8,5.0
43128,2018-06-01,4,Female,False,5.0,,5.0,8,5.0
6942,2018-02-01,1,Female,False,,,,9,9.0
6942,2018-05-01,2,Female,False,,,,9,9.0
69404,2016-11-01,1,Male,False,7.0,4.0,7.0,5,7.0
69404,2017-03-01,2,Male,False,7.0,4.0,7.0,5,7.0
69404,2017-06-01,3,Male,False,7.0,4.0,7.0,5,7.0
69404,2017-10-01,4,Male,False,7.0,4.0,7.0,5,7.0
12040,2018-06-01,1,Male,False,9.0,4.0,6.0,5,
65293,2018-05-01,1,Female,False,,,,1,
81104,2016-09-01,1,Male,True,7.0,,,5,8.0
39258,2018-04-01,1,Female,False,,,,8,3.0
39258,2018-05-01,2,Female,False,,,,8,3.0
101769,2018-01-01,1,Female,False,,,,4,5.0
101769,2018-05-01,2,Female,False,,,,4,5.0
87417,2016-03-01,1,Male,False,4.0,,5.0,5,0.0
87417,2016-07-01,2,Male,False,4.0,,5.0,5,0.0
25642,2016-03-01,1,Male,False,5.0,,,8,8.0
25642,2016-07-01,2,Male,False,5.0,,,8,8.0
25642,2018-07-01,3,Male,False,5.0,,,8,8.0
73122,2017-04-01,1,Male,True,5.0,,,7,5.0
18934,2017-02-01,1,Male,False,7.0,,4.0,5,8.0
45381,2017-07-01,1,Female,True,,,,5,
56102,2016-05-01,1,Female,False,5.0,4.0,7.0,9,10.0
56102,2016-09-01,2,Female,False,5.0,4.0,7.0,9,10.0
27417,2018-08-01,1,Female,False,5.0,2.0,5.0,6,
69727,2018-05-01,1,Female,False,,,,3,
21228,2016-12-01,1,Female,True,7.0,,5.0,7,
21228,2017-05-01,2,Female,True,7.0,,5.0,7,
21228,2017-08-01,3,Female,True,7.0,,5.0,7,
21228,2017-12-01,4,Female,True,7.0,,5.0,7,
9333,2018-06-01,1,Female,True,,,,5,
20916,2018-09-01,1,Male,False,7.0,,5.0,4,
97606,2016-05-01,1,Female,False,6.0,3.0,8.0,4,6.0
97606,2018-09-01,2,Female,False,6.0,3.0,8.0,4,6.0
25914,2016-02-01,1,Female,False,2.0,,4.0,6,
68909,2016-08-01,1,Male,False,7.0,,4.0,9,9.0
68909,2017-01-01,2,Male,False,7.0,,4.0,9,9.0
24733,2016-04-01,1,Female,False,6.0,4.0,5.0,4,
26513,2016-05-01,1,Male,False,8.0,3.0,4.0,0,
84307,2018-08-01,1,Female,False,,,,1,
65829,2017-04-01,1,Male,False,7.0,,5.0,7,6.0
37365,2016-04-01,1,Male,False,5.0,,3.0,0,8.0
16130,2017-06-01,1,Female,False,7.0,,,9,4.0
16130,2017-10-01,2,Female,False,7.0,,,9,4.0
16130,2018-02-01,3,Female,False,7.0,,,9,4.0
93753,2018-02-01,1,Female,False,,,,9,
32412,2018-05-01,1,Male,False,,,,8,
87301,2016-10-01,1,Male,False,3.0,,5.0,7,9.0
33510,2016-12-01,1,Female,False,6.0,,,7,7.0
33510,2017-04-01,2,Female,False,6.0,,,7,7.0
26569,2016-02-01,1,Female,True,5.0,,,4,
66541,2017-12-01,1,Female,True,,,,1,
52840,2018-06-01,1,Male,False,,,,2,
44892,2018-03-01,1,Male,False,,,,7,8.0
44892,2018-05-01,2,Male,False,,,,7,8.0
56243,2017-09-01,1,Female,False,,,,5,-1.0
10695,2016-06-01,1,Male,False,6.0,3.0,7.0,9,5.0
10695,2017-02-01,2,Male,False,6.0,3.0,7.0,9,5.0
10695,2017-06-01,3,Male,False,6.0,3.0,7.0,9,5.0
10695,2018-08-01,4,Male,False,6.0,3.0,7.0,9,5.0
17045,2016-08-01,1,Female,False,5.0,,,3,6.0
101435,2017-07-01,1,Male,True,,,,6,4.0
36875,2017-02-01,1,Female,False,6.0,,,9,
25388,2017-10-01,1,Male,False,,,,0,
69610,2017-09-01,1,Male,True,,,,7,3.0
39192,2018-07-01,1,Female,False,3.0,,,9,
65469,2017-09-01,1,Female,False,,,,2,6.0
35362,2018-05-01,1,Female,False,,,,7,
21727,2017-09-01,1,Female,False,8.0,3.0,8.0,5,2.0
73354,2017-11-01,1,Female,False,,,,8,10.0
73354,2018-03-01,2,Female,False,,,,8,10.0
35691,2016-04-01,1,Female,False,7.0,5.0,6.0,3,3.0
7567,2016-04-01,1,Male,False,10.0,,5.0,8,4.0
7567,2017-04-01,2,Male,False,10.0,,5.0,8,4.0
7567,2018-07-01,3,Male,True,10.0,,5.0,8,4.0
71960,2016-08-01,1,Female,False,7.0,,5.0,7,8.0
71960,2016-12-01,2,Female,False,7.0,,5.0,7,8.0
71960,2017-08-01,3,Female,True,7.0,,5.0,7,8.0
71960,2017-12-01,4,Female,False,7.0,,5.0,7,8.0
71960,2018-04-01,5,Female,False,7.0,,5.0,7,8.0
71960,2018-06-01,6,Female,False,7.0,,5.0,7,8.0
36215,2018-08-01,1,Female,False,,,,9,
87628,2017-05-01,1,Female,False,5.0,,5.0,9,5.0
87628,2017-09-01,2,Female,False,5.0,,5.0,9,5.0
87628,2018-01-01,3,Female,False,5.0,,5.0,9,5.0
99278,2018-09-01,1,Male,False,,,,4,
61368,2017-02-01,1,Female,False,9.0,4.0,5.0,5,12.0
61368,2017-06-01,2,Female,False,9.0,4.0,5.0,5,12.0
61368,2017-10-01,3,Female,False,9.0,4.0,5.0,5,12.0
61368,2018-03-01,4,Female,False,9.0,4.0,5.0,5,12.0
88049,2016-03-01,1,Female,False,9.0,4.0,6.0,1,10.0
21928,2016-02-01,1,Female,False,6.0,,,9,
21928,2016-10-01,2,Female,False,6.0,,,9,
82082,2017-11-01,1,Female,False,,,,4,3.0
18513,2017-09-01,1,Male,False,4.0,,,4,
39927,2017-06-01,1,Male,False,2.0,,5.0,0,
53286,2017-04-01,1,Male,False,8.0,,,1,3.0
